Full Name,Weight,Date,Location,Division,Sex,Class,Equipment,Lift,Record Type,Record Name
Standard,72.5,,,M60-69DT,M,52,Sleeves,B,Full Power,National
Standard,132.5,,,M60-69DT,M,52,Sleeves,D,Full Power,National
Standard,317.5,,,M60-69DT,M,52,Sleeves,Total,Full Power,National
Standard,142.5,,,M60-69DT,M,56,Sleeves,S,Full Power,National
Standard,82.5,,,M60-69DT,M,56,Sleeves,B,Full Power,National
Standard,150,,,M60-69DT,M,56,Sleeves,D,Full Power,National
Standard,360,,,M60-69DT,M,56,Sleeves,Total,Full Power,National
Standard,157.5,,,M60-69DT,M,60,Sleeves,S,Full Power,National
Standard,90,,,M60-69DT,M,60,Sleeves,B,Full Power,National
Standard,165,,,M60-69DT,M,60,Sleeves,D,Full Power,National
Standard,397.5,,,M60-69DT,M,60,Sleeves,Total,Full Power,National
Standard,180,,,M60-69DT,M,67.5,Sleeves,S,Full Power,National
Standard,105,,,M60-69DT,M,67.5,Sleeves,B,Full Power,National
Standard,190,,,M60-69DT,M,67.5,Sleeves,D,Full Power,National
Standard,457.5,,,M60-69DT,M,67.5,Sleeves,Total,Full Power,National
Standard,200,,,M60-69DT,M,75,Sleeves,S,Full Power,National
Standard,115,,,M60-69DT,M,75,Sleeves,B,Full Power,National
Standard,210,,,M60-69DT,M,75,Sleeves,D,Full Power,National
Standard,507.5,,,M60-69DT,M,75,Sleeves,Total,Full Power,National
Standard,212.5,,,M60-69DT,M,82.5,Sleeves,S,Full Power,National
Standard,122.5,,,M60-69DT,M,82.5,Sleeves,B,Full Power,National
Standard,222.5,,,M60-69DT,M,82.5,Sleeves,D,Full Power,National
Standard,540,,,M60-69DT,M,82.5,Sleeves,Total,Full Power,National
Standard,217.5,,,M60-69DT,M,90,Sleeves,S,Full Power,National
Standard,125,,,M60-69DT,M,90,Sleeves,B,Full Power,National
Standard,230,,,M60-69DT,M,90,Sleeves,D,Full Power,National
Standard,555,,,M60-69DT,M,90,Sleeves,Total,Full Power,National
Standard,222.5,,,M60-69DT,M,100,Sleeves,S,Full Power,National
Standard,130,,,M60-69DT,M,100,Sleeves,B,Full Power,National
Standard,235,,,M60-69DT,M,100,Sleeves,D,Full Power,National
Standard,570,,,M60-69DT,M,100,Sleeves,Total,Full Power,National
Standard,247.5,,,M60-69DT,M,110,Sleeves,S,Full Power,National
Standard,142.5,,,M60-69DT,M,110,Sleeves,B,Full Power,National
Standard,260,,,M60-69DT,M,110,Sleeves,D,Full Power,National
Standard,632.5,,,M60-69DT,M,110,Sleeves,Total,Full Power,National
Standard,235,,,M60-69DT,M,125,Sleeves,S,Full Power,National
Standard,137.5,,,M60-69DT,M,125,Sleeves,B,Full Power,National
Standard,247.5,,,M60-69DT,M,125,Sleeves,D,Full Power,National
Standard,602.5,,,M60-69DT,M,125,Sleeves,Total,Full Power,National
Standard,242.5,,,M60-69DT,M,140,Sleeves,S,Full Power,National
Standard,140,,,M60-69DT,M,140,Sleeves,B,Full Power,National
Standard,255,,,M60-69DT,M,140,Sleeves,D,Full Power,National
Standard,617.5,,,M60-69DT,M,140,Sleeves,Total,Full Power,National
Standard,247.5,,,M60-69DT,M,140+,Sleeves,S,Full Power,National
Standard,142.5,,,M60-69DT,M,140+,Sleeves,B,Full Power,National
Standard,260,,,M60-69DT,M,140+,Sleeves,D,Full Power,National
Standard,632.5,,,M60-69DT,M,140+,Sleeves,Total,Full Power,National
Standard,77.5,,,M70-79,M,52,Sleeves,S,Full Power,National
Standard,45,,,M70-79,M,52,Sleeves,B,Full Power,National
Standard,82.5,,,M70-79,M,52,Sleeves,D,Full Power,National
Standard,195,,,M70-79,M,52,Sleeves,Total,Full Power,National
Standard,90,,,M70-79,M,56,Sleeves,S,Full Power,National
Standard,50,,,M70-79,M,56,Sleeves,B,Full Power,National
Standard,92.5,,,M70-79,M,56,Sleeves,D,Full Power,National
Standard,222.5,,,M70-79,M,56,Sleeves,Total,Full Power,National
Standard,102.5,,,M70-79,M,60,Sleeves,S,Full Power,National
Standard,57.5,,,M70-79,M,60,Sleeves,B,Full Power,National
Standard,107.5,,,M70-79,M,60,Sleeves,D,Full Power,National
Standard,255,,,M70-79,M,60,Sleeves,Total,Full Power,National
Standard,125,,,M70-79,M,67.5,Sleeves,S,Full Power,National
Standard,70,,,M70-79,M,67.5,Sleeves,B,Full Power,National
Standard,132.5,,,M70-79,M,67.5,Sleeves,D,Full Power,National
Standard,315,,,M70-79,M,67.5,Sleeves,Total,Full Power,National
Standard,142.5,,,M70-79,M,75,Sleeves,S,Full Power,National
Standard,82.5,,,M70-79,M,75,Sleeves,B,Full Power,National
Standard,152.5,,,M70-79,M,75,Sleeves,D,Full Power,National
Standard,362.5,,,M70-79,M,75,Sleeves,Total,Full Power,National
Standard,160,,,M70-79,M,82.5,Sleeves,S,Full Power,National
Standard,95,,,M70-79,M,82.5,Sleeves,B,Full Power,National
Standard,195,,,M70-79,M,82.5,Sleeves,D,Full Power,National
Standard,430,,,M70-79,M,82.5,Sleeves,Total,Full Power,National
Standard,170,,,M70-79,M,90,Sleeves,S,Full Power,National
Standard,97.5,,,M70-79,M,90,Sleeves,B,Full Power,National
Standard,180,,,M70-79,M,90,Sleeves,D,Full Power,National
Standard,430,,,M70-79,M,90,Sleeves,Total,Full Power,National
Standard,180,,,M70-79,M,100,Sleeves,S,Full Power,National
Standard,105,,,M70-79,M,100,Sleeves,B,Full Power,National
Standard,192.5,,,M70-79,M,100,Sleeves,D,Full Power,National
Standard,462.5,,,M70-79,M,100,Sleeves,Total,Full Power,National
Standard,212.5,,,M70-79,M,110,Sleeves,S,Full Power,National
Standard,120,,,M70-79,M,110,Sleeves,B,Full Power,National
Standard,225,,,M70-79,M,110,Sleeves,D,Full Power,National
Standard,540,,,M70-79,M,110,Sleeves,Total,Full Power,National
Standard,197.5,,,M70-79,M,125,Sleeves,S,Full Power,National
Standard,112.5,,,M70-79,M,125,Sleeves,B,Full Power,National
Standard,205,,,M70-79,M,125,Sleeves,D,Full Power,National
Standard,497.5,,,M70-79,M,125,Sleeves,Total,Full Power,National
Standard,215,,,M70-79,M,140,Sleeves,S,Full Power,National
Standard,122.5,,,M70-79,M,140,Sleeves,B,Full Power,National
Standard,225,,,M70-79,M,140,Sleeves,D,Full Power,National
Standard,545,,,M70-79,M,140,Sleeves,Total,Full Power,National
Standard,222.5,,,M70-79,M,140+,Sleeves,S,Full Power,National
Standard,127.5,,,M70-79,M,140+,Sleeves,B,Full Power,National
Standard,232.5,,,M70-79,M,140+,Sleeves,D,Full Power,National
Standard,565,,,M70-79,M,140+,Sleeves,Total,Full Power,National
Standard,112.5,,,M70-79DT,M,52,Sleeves,S,Full Power,National
Standard,67.5,,,M70-79DT,M,52,Sleeves,B,Full Power,National
Standard,120,,,M70-79DT,M,52,Sleeves,D,Full Power,National
Standard,287.5,,,M70-79DT,M,52,Sleeves,Total,Full Power,National
Standard,130,,,M70-79DT,M,56,Sleeves,S,Full Power,National
Standard,75,,,M70-79DT,M,56,Sleeves,B,Full Power,National
Standard,135,,,M70-79DT,M,56,Sleeves,D,Full Power,National
Standard,325,,,M70-79DT,M,56,Sleeves,Total,Full Power,National
Standard,142.5,,,M70-79DT,M,60,Sleeves,S,Full Power,National
Standard,82.5,,,M70-79DT,M,60,Sleeves,B,Full Power,National
Standard,150,,,M70-79DT,M,60,Sleeves,D,Full Power,National
Standard,360,,,M70-79DT,M,60,Sleeves,Total,Full Power,National
Standard,162.5,,,M70-79DT,M,67.5,Sleeves,S,Full Power,National
Standard,95,,,M70-79DT,M,67.5,Sleeves,B,Full Power,National
Standard,172.5,,,M70-79DT,M,67.5,Sleeves,D,Full Power,National
Standard,412.5,,,M70-79DT,M,67.5,Sleeves,Total,Full Power,National
Standard,180,,,M70-79DT,M,75,Sleeves,S,Full Power,National
Standard,105,,,M70-79DT,M,75,Sleeves,B,Full Power,National
Standard,190,,,M70-79DT,M,75,Sleeves,D,Full Power,National
Standard,457.5,,,M70-79DT,M,75,Sleeves,Total,Full Power,National
Standard,192.5,,,M70-79DT,M,82.5,Sleeves,S,Full Power,National
Standard,112.5,,,M70-79DT,M,82.5,Sleeves,B,Full Power,National
Standard,202.5,,,M70-79DT,M,82.5,Sleeves,D,Full Power,National
Standard,487.5,,,M70-79DT,M,82.5,Sleeves,Total,Full Power,National
Standard,197.5,,,M70-79DT,M,90,Sleeves,S,Full Power,National
Standard,112.5,,,M70-79DT,M,90,Sleeves,B,Full Power,National
Standard,207.5,,,M70-79DT,M,90,Sleeves,D,Full Power,National
Standard,500,,,M70-79DT,M,90,Sleeves,Total,Full Power,National
Standard,202.5,,,M70-79DT,M,100,Sleeves,S,Full Power,National
Standard,117.5,,,M70-79DT,M,100,Sleeves,B,Full Power,National
Standard,212.5,,,M70-79DT,M,100,Sleeves,D,Full Power,National
Standard,515,,,M70-79DT,M,100,Sleeves,Total,Full Power,National
Standard,225,,,M70-79DT,M,110,Sleeves,S,Full Power,National
Standard,130,,,M70-79DT,M,110,Sleeves,B,Full Power,National
Standard,235,,,M70-79DT,M,110,Sleeves,D,Full Power,National
Standard,570,,,M70-79DT,M,110,Sleeves,Total,Full Power,National
Standard,212.5,,,M70-79DT,M,125,Sleeves,S,Full Power,National
Standard,125,,,M70-79DT,M,125,Sleeves,B,Full Power,National
Standard,225,,,M70-79DT,M,125,Sleeves,D,Full Power,National
Standard,542.5,,,M70-79DT,M,125,Sleeves,Total,Full Power,National
Standard,220,,,M70-79DT,M,140,Sleeves,S,Full Power,National
Standard,127.5,,,M70-79DT,M,140,Sleeves,B,Full Power,National
Standard,230,,,M70-79DT,M,140,Sleeves,D,Full Power,National
Standard,557.5,,,M70-79DT,M,140,Sleeves,Total,Full Power,National
Standard,225,,,M70-79DT,M,140+,Sleeves,S,Full Power,National
Standard,130,,,M70-79DT,M,140+,Sleeves,B,Full Power,National
Standard,235,,,M70-79DT,M,140+,Sleeves,D,Full Power,National
Standard,570,,,M70-79DT,M,140+,Sleeves,Total,Full Power,National
Standard,85,,,Open,F,44,Sleeves,S,Full Power,National
Standard,45,,,Open,F,44,Sleeves,B,Full Power,National
Standard,90,,,Open,F,44,Sleeves,D,Full Power,National
Standard,217.5,,,Open,F,44,Sleeves,Total,Full Power,National
Standard,105,,,Open,F,48,Sleeves,S,Full Power,National
Standard,55,,,Open,F,48,Sleeves,B,Full Power,National
Standard,110,,,Open,F,48,Sleeves,D,Full Power,National
Standard,267.5,,,Open,F,48,Sleeves,Total,Full Power,National
Standard,107.5,,,Open,F,52,Sleeves,S,Full Power,National
Standard,55,,,Open,F,52,Sleeves,B,Full Power,National
Standard,115,,,Open,F,52,Sleeves,D,Full Power,National
Standard,275,,,Open,F,52,Sleeves,Total,Full Power,National
Rachael Purves,155,02/11/2025,Nottingham,Open,F,56,Sleeves,S,Full Power,National
Rachael Purves,95,02/11/2025,Nottingham,Open,F,56,Sleeves,B,Full Power,National
Rachael Purves,175,02/11/2025,Nottingham,Open,F,56,Sleeves,D,Full Power,National
Rachael Purves,425,02/11/2025,Nottingham,Open,F,56,Sleeves,Total,Full Power,National
Standard,132.5,,,Open,F,60,Sleeves,S,Full Power,National
Standard,67.5,,,Open,F,60,Sleeves,B,Full Power,National
Standard,137.5,,,Open,F,60,Sleeves,D,Full Power,National
Standard,335,,,Open,F,60,Sleeves,Total,Full Power,National
Sharon Eggleton,205,02/11/2025,Nottingham,Open,F,67.5,Sleeves,S,Full Power,National
Sharon Eggleton,135,02/11/2025,Nottingham,Open,F,67.5,Sleeves,B,Full Power,National
Sharon Eggleton,250,02/11/2025,Nottingham,Open,F,67.5,Sleeves,D,Full Power,National
Sharon Eggleton,590,02/11/2025,Nottingham,Open,F,67.5,Sleeves,Total,Full Power,National
Shelby Culff,172.5,02/11/2025,Nottingham,Open,F,75,Sleeves,S,Full Power,National
Adele Fleetwood,107.5,02/11/2025,Nottingham,Open,F,75,Sleeves,B,Full Power,National
Adele Fleetwood,190,02/11/2025,Nottingham,Open,F,75,Sleeves,D,Full Power,National
Adele Fleetwood,467.5,02/11/2025,Nottingham,Open,F,75,Sleeves,Total,Full Power,National
Katie Carder,175,22/02/2026,West Midlands,Open,F,82.5,Sleeves,S,Full Power,National
Kristina Dunkhase,110,02/11/2025,Nottingham,Open,F,82.5,Sleeves,B,Full Power,National
Kristina Dunkhase,200,02/11/2025,Nottingham,Open,F,82.5,Sleeves,D,Full Power,National
Kristina Dunkhase,460,02/11/2025,Nottingham,Open,F,82.5,Sleeves,Total,Full Power,National
Standard,172.5,,,Open,F,90,Sleeves,S,Full Power,National
Standard,90,,,Open,F,90,Sleeves,B,Full Power,National
Standard,182.5,,,Open,F,90,Sleeves,D,Full Power,National
Standard,440,,,Open,F,90,Sleeves,Total,Full Power,National
Standard,170,,,Open,F,100,Sleeves,S,Full Power,National
Standard,92.5,,,Open,F,100,Sleeves,B,Full Power,National
Standard,197.5,,,Open,F,100,Sleeves,D,Full Power,National
Standard,455,,,Open,F,100,Sleeves,Total,Full Power,National
Standard,177.5,,,Open,F,110,Sleeves,S,Full Power,National
Standard,95,,,Open,F,110,Sleeves,B,Full Power,National
Standard,205,,,Open,F,110,Sleeves,D,Full Power,National
Standard,475,,,Open,F,110,Sleeves,Total,Full Power,National
Standard,180,,,Open,F,110+,Sleeves,S,Full Power,National
Standard,97.5,,,Open,F,110+,Sleeves,B,Full Power,National
Standard,210,,,Open,F,110+,Sleeves,D,Full Power,National
Standard,485,,,Open,F,110+,Sleeves,Total,Full Power,National
Standard,85,,,OpenDT,F,44,Sleeves,S,Full Power,National
Standard,45,,,OpenDT,F,44,Sleeves,B,Full Power,National
Standard,92.5,,,OpenDT,F,44,Sleeves,D,Full Power,National
Standard,217.5,,,OpenDT,F,44,Sleeves,Total,Full Power,National
Emily Hussey,103,07/12/2025,National Championships,OpenDT,F,48,Sleeves,S,Full Power,National
Emily Hussey,57.5,17/05/2026,World Cup UK,OpenDT,F,48,Sleeves,B,Full Power,National
Emily Hussey,127.5,07/12/2025,National Championships,OpenDT,F,48,Sleeves,D,Full Power,National
Emily Hussey,286,07/12/2025,National Championships,OpenDT,F,48,Sleeves,Total,Full Power,National
Sadife Kisyova,117.5,07/12/2025,National Championships,OpenDT,F,52,Sleeves,S,Full Power,National
Lamorna Bardwell,70,02/11/2025,Nottingham,OpenDT,F,52,Sleeves,B,Full Power,National
Lamorna Bardwell,155,02/11/2025,Nottingham,OpenDT,F,52,Sleeves,D,Full Power,National
Lamorna Bardwell,337.5,02/11/2025,Nottingham,OpenDT,F,52,Sleeves,Total,Full Power,National
Kelise Harrington,135,02/11/2025,Nottingham,OpenDT,F,56,Sleeves,S,Full Power,National
Nicola Brown,73,29/03/2026,South West,OpenDT,F,56,Sleeves,B,Full Power,National
Kelise Harrington,175,02/11/2025,Nottingham,OpenDT,F,56,Sleeves,D,Full Power,National
Kelise Harrington,382.5,02/11/2025,Nottingham,OpenDT,F,56,Sleeves,Total,Full Power,National
Siobhan Read,150,04/05/2025,North West,OpenDT,F,60,Sleeves,S,Full Power,National
Charlotte Viccars,97.5,02/11/2025,Nottingham,OpenDT,F,60,Sleeves,B,Full Power,National
Siobhan Read,180,04/05/2025,North West,OpenDT,F,60,Sleeves,D,Full Power,National
Siobhan Read,422.5,04/05/2025,North West,OpenDT,F,60,Sleeves,Total,Full Power,National
Anastacia Thompson,180,17/05/2026,World Cup UK,OpenDT,F,67.5,Sleeves,S,Full Power,National
Bec Giles,95,07/12/2025,National Championships,OpenDT,F,67.5,Sleeves,B,Full Power,National
Anastacia Thompson,215,17/05/2026,World Cup UK,OpenDT,F,67.5,Sleeves,D,Full Power,National
Anastacia Thompson,477.5,17/05/2026,World Cup UK,OpenDT,F,67.5,Sleeves,Total,Full Power,National
Sarah Higgins,172.5,02/11/2025,Nottingham,OpenDT,F,75,Sleeves,S,Full Power,National
Sarah Higgins,97.5,02/11/2025,Nottingham,OpenDT,F,75,Sleeves,B,Full Power,National
Joginte Gudaitiene,190,09/03/2025,East Coast,OpenDT,F,75,Sleeves,D,Full Power,National
Sarah Higgins,447.5,02/11/2025,Nottingham,OpenDT,F,75,Sleeves,Total,Full Power,National
Amy Halliday,165,17/05/2026,World Cup UK,OpenDT,F,82.5,Sleeves,S,Full Power,National
Caoimhe Ryan Ireland,97.5,02/11/2025,Nottingham,OpenDT,F,82.5,Sleeves,B,Full Power,National
Amelia Maycock,185.5,12/04/2026,East Midlands,OpenDT,F,82.5,Sleeves,D,Full Power,National
Amelia Maycock,428,12/04/2026,East Midlands,OpenDT,F,82.5,Sleeves,Total,Full Power,National
Karolina Piwonska,200,02/11/2025,Nottingham,OpenDT,F,90,Sleeves,S,Full Power,National
Karolina Piwonska,110,02/11/2025,Nottingham,OpenDT,F,90,Sleeves,B,Full Power,National
Karolina Piwonska,197.5,02/11/2025,Nottingham,OpenDT,F,90,Sleeves,D,Full Power,National
Karolina Piwonska,507.5,02/11/2025,Nottingham,OpenDT,F,90,Sleeves,Total,Full Power,National
Standard,167.5,,,OpenDT,F,100,Sleeves,S,Full Power,National
Standard,90,,,OpenDT,F,100,Sleeves,B,Full Power,National
Lucy Smith,205,24/05/2026,Raw Strength Open II,OpenDT,F,100,Sleeves,D,Full Power,National
Lucy Smith,450,24/05/2026,Raw Strength Open II,OpenDT,F,100,Sleeves,Total,Full Power,National
Standard,172.5,,,OpenDT,F,110,Sleeves,S,Full Power,National
Standard,92.5,,,OpenDT,F,110,Sleeves,B,Full Power,National
Standard,200,,,OpenDT,F,110,Sleeves,D,Full Power,National
Standard,460,,,OpenDT,F,110,Sleeves,Total,Full Power,National
Standard,175,,,OpenDT,F,110+,Sleeves,S,Full Power,National
Standard,95,,,OpenDT,F,110+,Sleeves,B,Full Power,National
Standard,202.5,,,OpenDT,F,110+,Sleeves,D,Full Power,National
Standard,470,,,OpenDT,F,110+,Sleeves,Total,Full Power,National
Standard,45,,,T14-15,F,44,Sleeves,S,Full Power,National
Standard,25,,,T14-15,F,44,Sleeves,B,Full Power,National
Standard,47.5,,,T14-15,F,44,Sleeves,D,Full Power,National
Standard,115,,,T14-15,F,44,Sleeves,Total,Full Power,National
Standard,57.5,,,T14-15,F,48,Sleeves,S,Full Power,National
Standard,30,,,T14-15,F,48,Sleeves,B,Full Power,National
Standard,60,,,T14-15,F,48,Sleeves,D,Full Power,National
Standard,142.5,,,T14-15,F,48,Sleeves,Total,Full Power,National
Standard,57.5,,,T14-15,F,52,Sleeves,S,Full Power,National
Standard,30,,,T14-15,F,52,Sleeves,B,Full Power,National
Standard,60,,,T14-15,F,52,Sleeves,D,Full Power,National
Standard,145,,,T14-15,F,52,Sleeves,Total,Full Power,National
Standard,65,,,T14-15,F,56,Sleeves,S,Full Power,National
Standard,32.5,,,T14-15,F,56,Sleeves,B,Full Power,National
Standard,67.5,,,T14-15,F,56,Sleeves,D,Full Power,National
Standard,162.5,,,T14-15,F,56,Sleeves,Total,Full Power,National
Standard,70,,,T14-15,F,60,Sleeves,S,Full Power,National
Standard,37.5,,,T14-15,F,60,Sleeves,B,Full Power,National
Standard,75,,,T14-15,F,60,Sleeves,D,Full Power,National
Standard,177.5,,,T14-15,F,60,Sleeves,Total,Full Power,National
Standard,77.5,,,T14-15,F,67.5,Sleeves,S,Full Power,National
Standard,40,,,T14-15,F,67.5,Sleeves,B,Full Power,National
Standard,82.5,,,T14-15,F,67.5,Sleeves,D,Full Power,National
Standard,197.5,,,T14-15,F,67.5,Sleeves,Total,Full Power,National
Standard,82.5,,,T14-15,F,75,Sleeves,S,Full Power,National
Standard,42.5,,,T14-15,F,75,Sleeves,B,Full Power,National
Standard,87.5,,,T14-15,F,75,Sleeves,D,Full Power,National
Standard,207.5,,,T14-15,F,75,Sleeves,Total,Full Power,National
Standard,85,,,T14-15,F,82.5,Sleeves,S,Full Power,National
Standard,45,,,T14-15,F,82.5,Sleeves,B,Full Power,National
Standard,90,,,T14-15,F,82.5,Sleeves,D,Full Power,National
Standard,217.5,,,T14-15,F,82.5,Sleeves,Total,Full Power,National
Standard,92.5,,,T14-15,F,90,Sleeves,S,Full Power,National
Standard,47.5,,,T14-15,F,90,Sleeves,B,Full Power,National
Standard,97.5,,,T14-15,F,90,Sleeves,D,Full Power,National
Standard,232.5,,,T14-15,F,90,Sleeves,Total,Full Power,National
Standard,112.5,,,T14-15,F,100,Sleeves,S,Full Power,National
Standard,62.5,,,T14-15,F,100,Sleeves,B,Full Power,National
Standard,132.5,,,T14-15,F,100,Sleeves,D,Full Power,National
Standard,302.5,,,T14-15,F,100,Sleeves,Total,Full Power,National
Standard,117.5,,,T14-15,F,110,Sleeves,S,Full Power,National
Standard,65,,,T14-15,F,110,Sleeves,B,Full Power,National
Standard,137.5,,,T14-15,F,110,Sleeves,D,Full Power,National
Standard,315,,,T14-15,F,110,Sleeves,Total,Full Power,National
Standard,120,,,T14-15,F,110+,Sleeves,S,Full Power,National
Standard,65,,,T14-15,F,110+,Sleeves,B,Full Power,National
Standard,140,,,T14-15,F,110+,Sleeves,D,Full Power,National
Standard,322.5,,,T14-15,F,110+,Sleeves,Total,Full Power,National
Standard,45,,,T14-15DT,F,44,Sleeves,S,Full Power,National
Standard,27.5,,,T14-15DT,F,44,Sleeves,B,Full Power,National
Standard,47.5,,,T14-15DT,F,44,Sleeves,D,Full Power,National
Standard,115,,,T14-15DT,F,44,Sleeves,Total,Full Power,National
Standard,57.5,,,T14-15DT,F,48,Sleeves,S,Full Power,National
Standard,32.5,,,T14-15DT,F,48,Sleeves,B,Full Power,National
Standard,60,,,T14-15DT,F,48,Sleeves,D,Full Power,National
Standard,142.5,,,T14-15DT,F,48,Sleeves,Total,Full Power,National
Standard,57.5,,,T14-15DT,F,52,Sleeves,S,Full Power,National
Standard,35,,,T14-15DT,F,52,Sleeves,B,Full Power,National
Standard,60,,,T14-15DT,F,52,Sleeves,D,Full Power,National
Standard,145,,,T14-15DT,F,52,Sleeves,Total,Full Power,National
Standard,75,,,T14-15DT,F,56,Sleeves,S,Full Power,National
Standard,42.5,,,T14-15DT,F,56,Sleeves,B,Full Power,National
Lily Dunmall,97.5,09/03/2025,East Coast,T14-15DT,F,56,Sleeves,D,Full Power,National
Lily Dunmall,187.5,09/03/2025,East Coast,T14-15DT,F,56,Sleeves,Total,Full Power,National
Standard,72.5,,,T14-15DT,F,60,Sleeves,S,Full Power,National
Standard,42.5,,,T14-15DT,F,60,Sleeves,B,Full Power,National
Lily Dunmall,105,08/03/2026,East Coast,T14-15DT,F,60,Sleeves,D,Full Power,National
Lily Dunmall,210,08/03/2026,East Coast,T14-15DT,F,60,Sleeves,Total,Full Power,National
Emilie Bennett,80.5,15/02/2026,Nottingham,T14-15DT,F,67.5,Sleeves,S,Full Power,National
Standard,45,,,T14-15DT,F,67.5,Sleeves,B,Full Power,National
Emilie Bennett,115,15/02/2026,Nottingham,T14-15DT,F,67.5,Sleeves,D,Full Power,National
Emilie Bennett,238,15/02/2026,Nottingham,T14-15DT,F,67.5,Sleeves,Total,Full Power,National
Standard,82.5,,,T14-15DT,F,75,Sleeves,S,Full Power,National
Standard,47.5,,,T14-15DT,F,75,Sleeves,B,Full Power,National
Standard,87.5,,,T14-15DT,F,75,Sleeves,D,Full Power,National
Standard,207.5,,,T14-15DT,F,75,Sleeves,Total,Full Power,National
Standard,85,,,T14-15DT,F,82.5,Sleeves,S,Full Power,National
Standard,50,,,T14-15DT,F,82.5,Sleeves,B,Full Power,National
Standard,90,,,T14-15DT,F,82.5,Sleeves,D,Full Power,National
Standard,217.5,,,T14-15DT,F,82.5,Sleeves,Total,Full Power,National
Standard,100,,West Midlands,T14-15DT,F,90,Sleeves,S,Full Power,National
Standard,52.5,,,T14-15DT,F,90,Sleeves,B,Full Power,National
Standard,97.5,,,T14-15DT,F,90,Sleeves,D,Full Power,National
Standard,232.5,,,T14-15DT,F,90,Sleeves,Total,Full Power,National
Eleni Bradshaw,130,07/12/2025,National Championships,T14-15DT,F,100,Sleeves,S,Full Power,National
Standard,60,,,T14-15DT,F,100,Sleeves,B,Full Power,National
Eleni Bradshaw,150,07/12/2025,National Championships,T14-15DT,F,100,Sleeves,D,Full Power,National
Eleni Bradshaw,337.5,07/12/2025,National Championships,T14-15DT,F,100,Sleeves,Total,Full Power,National
Standard,115,,,T14-15DT,F,110,Sleeves,S,Full Power,National
Standard,62.5,,,T14-15DT,F,110,Sleeves,B,Full Power,National
Standard,132.5,,,T14-15DT,F,110,Sleeves,D,Full Power,National
Standard,305,,,T14-15DT,F,110,Sleeves,Total,Full Power,National
Standard,117.5,,,T14-15DT,F,110+,Sleeves,S,Full Power,National
Standard,62.5,,,T14-15DT,F,110+,Sleeves,B,Full Power,National
Standard,135,,,T14-15DT,F,110+,Sleeves,D,Full Power,National
Standard,312.5,,,T14-15DT,F,110+,Sleeves,Total,Full Power,National
Standard,55,,,T16-17,F,44,Sleeves,S,Full Power,National
Standard,27.5,,,T16-17,F,44,Sleeves,B,Full Power,National
Standard,57.5,,,T16-17,F,44,Sleeves,D,Full Power,National
Standard,135,,,T16-17,F,44,Sleeves,Total,Full Power,National
Standard,67.5,,,T16-17,F,48,Sleeves,S,Full Power,National
Standard,35,,,T16-17,F,48,Sleeves,B,Full Power,National
Standard,70,,,T16-17,F,48,Sleeves,D,Full Power,National
Standard,167.5,,,T16-17,F,48,Sleeves,Total,Full Power,National
Standard,67.5,,,T16-17,F,52,Sleeves,S,Full Power,National
Standard,35,,,T16-17,F,52,Sleeves,B,Full Power,National
Standard,70,,,T16-17,F,52,Sleeves,D,Full Power,National
Standard,170,,,T16-17,F,52,Sleeves,Total,Full Power,National
Lilibeth Jacobsen,77.5,24/08/2025,North East,T16-17,F,56,Sleeves,S,Full Power,National
Standard,40,,,T16-17,F,56,Sleeves,B,Full Power,National
Standard,80,,,T16-17,F,56,Sleeves,D,Full Power,National
Standard,190,,,T16-17,F,56,Sleeves,Total,Full Power,National
Standard,82.5,,,T16-17,F,60,Sleeves,S,Full Power,National
Standard,42.5,,,T16-17,F,60,Sleeves,B,Full Power,National
Standard,87.5,,,T16-17,F,60,Sleeves,D,Full Power,National
Standard,207.5,,,T16-17,F,60,Sleeves,Total,Full Power,National
Standard,90,,,T16-17,F,67.5,Sleeves,S,Full Power,National
Standard,47.5,,,T16-17,F,67.5,Sleeves,B,Full Power,National
Standard,95,,,T16-17,F,67.5,Sleeves,D,Full Power,National
Standard,230,,,T16-17,F,67.5,Sleeves,Total,Full Power,National
Standard,95,,,T16-17,F,75,Sleeves,S,Full Power,National
Standard,50,,,T16-17,F,75,Sleeves,B,Full Power,National
Standard,100,,,T16-17,F,75,Sleeves,D,Full Power,National
Standard,242.5,,,T16-17,F,75,Sleeves,Total,Full Power,National
Standard,100,,,T16-17,F,82.5,Sleeves,S,Full Power,National
Standard,52.5,,,T16-17,F,82.5,Sleeves,B,Full Power,National
Standard,105,,,T16-17,F,82.5,Sleeves,D,Full Power,National
Standard,255,,,T16-17,F,82.5,Sleeves,Total,Full Power,National
Standard,107.5,,,T16-17,F,90,Sleeves,S,Full Power,National
Standard,55,,,T16-17,F,90,Sleeves,B,Full Power,National
Standard,112.5,,,T16-17,F,90,Sleeves,D,Full Power,National
Standard,272.5,,,T16-17,F,90,Sleeves,Total,Full Power,National
Standard,125,,,T16-17,F,100,Sleeves,S,Full Power,National
Standard,67.5,,,T16-17,F,100,Sleeves,B,Full Power,National
Standard,145,,,T16-17,F,100,Sleeves,D,Full Power,National
Standard,335,,,T16-17,F,100,Sleeves,Total,Full Power,National
Standard,130,,,T16-17,F,110,Sleeves,S,Full Power,National
Standard,70,,,T16-17,F,110,Sleeves,B,Full Power,National
Standard,150,,,T16-17,F,110,Sleeves,D,Full Power,National
