Full Name,Weight,Date,Location,Division,Sex,Class,Equipment,Lift,Record Type,Record Name
Standard,37.5,,,M70-79,F,82.5,Bare,C,Single Lift,National
Standard,40,,,M70-79,F,90,Bare,C,Single Lift,National
Standard,42.5,,,M70-79,F,100,Bare,C,Single Lift,National
Standard,45,,,M70-79,F,110,Bare,C,Single Lift,National
Standard,47.5,,,M70-79,F,110+,Bare,C,Single Lift,National
Standard,17.5,,,M70-79DT,F,44,Bare,C,Single Lift,National
Standard,20,,,M70-79DT,F,48,Bare,C,Single Lift,National
Standard,22.5,,,M70-79DT,F,52,Bare,C,Single Lift,National
Standard,25,,,M70-79DT,F,56,Bare,C,Single Lift,National
Standard,27.5,,,M70-79DT,F,60,Bare,C,Single Lift,National
Standard,30,,,M70-79DT,F,67.5,Bare,C,Single Lift,National
Standard,32.5,,,M70-79DT,F,75,Bare,C,Single Lift,National
Standard,35,,,M70-79DT,F,82.5,Bare,C,Single Lift,National
Standard,37.5,,,M70-79DT,F,90,Bare,C,Single Lift,National
Standard,40,,,M70-79DT,F,100,Bare,C,Single Lift,National
Standard,42.5,,,M70-79DT,F,110,Bare,C,Single Lift,National
Standard,45,,,M70-79DT,F,110+,Bare,C,Single Lift,National
